// Reference=MNI
// Chua E F, 2009 B:FOK>non-metamemory (Prospective Memory Judgement-Related)
// Subjects=13
33	-30	-12

// Do Lam A T A, 2012: JOL predicting memory formation (Prospective Memory Parametric)
// Subjects=17
0	56	4
0	56	-15
-4	8	30

// Elman JA, 2012:  (Prospective Memory Parametric) 
// Subjects=15
-46	-50	24
48	-54	18
8	50	-14
-28	34	-20
6	54	-20
-62	-36	-22
50	-10	-26
-56	-66	-4
54	-68	26
-32	32	46
-68	-42	-12
62	-12	-10
4	52	2
24	-20	-20
2	-36	66
4	-52	28
-10	-58	24
-2	8	-6
30	-36	-16
-60	-54	34
-56	-12	10
-2	42	-14
50	-10	-26
-54	-62	-6
-56	-62	-2
58	0	-18
-10	54	-4
-4	-50	26
-4	-66	20
0	8	-6
62	-34	10
56	-38	8
10	18	2
-52	-38	24
58	-26	10
8	28	20
44	14	2
32	26	-4
30	16	8
12	-82	2
-18	-66	46
18	-72	48
-16	-88	-2
26	-78	-8
-34	-92	-18
-6	14	40
2	8	50
-26	-10	54
26	-12	48
8	-66	50
-22	-4	48
22	-2	56
-34	-48	48
30	-48	44
42	-36	42
12	28	16
36	22	-12
36	46	32
52	14	-2
32	18	6
10	-76	52
28	4	52
-2	28	34
2	16	44
12	-66	48
14	22	60
4	6	50
48	-38	44

// Hu, 2017:  (Prospective Memory Sensitivity)
// Subjects=35
-40.5	0	15
-12	-66	63
-18	-48	57
-27	-21	-30
-48	-27	-27
-30	-33	-36
-45	-36	42
39	51	21
45	-39	51

// Huijbers, 2016: TOT > (REC + FOK + UNK)(Prospective Memory Parametric)
// Subjects=73
-42	23	-7

// Kao Y, 2005: Predicted encoding success (Prospective Memory Parametric) 
// Subjects=16
-22	12	56
-41	-66	0
22	30	-15
-22	-72	34
30	-54	34
-11	42	-22
-45	36	19
-15	0	-22
49	-66	-4
-41	24	-19
52	-78	8
-52	6	15
56	-24	-4
30	12	-19
-11	42	-26
0	54	8
4	42	-4
-26	12	64
-41	6	26
-22	-72	41
-45	-66	4
26	-72	34
-22	6	49

//Kikyo, 2001: hit-on>give-up (Prospective Memory Parametric)
//Subjects=14
-45	18	32

// Kikyo, 2002: Regions parametrically modulated by FOK with double parametric analysis (Prospective Memory Parametric)
// Subjects=14
32	26	-18
-30	28	-10
-50	26	26
-28	60	18
-2	26	36
14	4	6

// Kikyo H, 2004: Brain regions parametrically modulated by the FOK (Prospective Memory Parametric)  
// Subjects=15
-6	15	48
0	45	30
-6	36	33
-33	18	-12
-54	24	30
-3	6	63
-39	6	57
-42	27	18
6	24	63
0	30	39
-33	30	0
-42	18	0
-48	9	42
-54	24	-3
-48	30	9
-45	18	-12
-42	21	39
-39	30	-9
-36	9	39
-15	15	69
-12	45	21
0	18	24
-27	6	66
39	24	-9
33	21	-18
33	60	21
48	42	27
45	42	18
-57	-42	18
-60	-24	0
60	-30	-6
42	12	-39
-30	-57	51
6	-12	33
-3	-9	33
-9	9	9
9	6	12
-3	-12	12
15	0	-6
-12	0	-6

// Maril A, 2001: TOT-Selective Response (Prospective Memory Parametric)
// Subjects=14
30	51	27
-6	39	21
51	-24	-12
51	15	-3

// Maril A, 2003:(Prospective Memory Parametric) 
// Subjects=17
-6	27	39
-51	24	30
-36	21	9
-42	18	27
-42	27	18
-45	30	6
-30	24	6
-45	-54	45
-30	-60	36
-30	-69	51
-33	-48	36
-48	39	18

// Maril A, 2005: (Prospective Memory Parametric)  
// Subjects=15
-6	18	36
42	36	33
42	18	-3
-33	54	15
30	51	18
9	-69	54
-48	-27	39
48	-27	48

// Reggev N, 2011: Gray-matter regions modulated by predictive judgements (Prospective Memory Parametric)
// Subjects=15
-34	50	16
-46	24	28
-42	10	38
-50	8	40
-24	36	32
-8	8	54
-14	22	44
-28	-76	42
-42	-46	44
-42	-52	50
-32	-58	42
-10	8	-6
-8	-2	8
6	4	2
-10	8	-2
6	-24	10
34	-58	-40
-16	-78	-12
-20	-68	-20
-10	-72	-18

// Schnyer D M, 2005: Brain regions linearly modulated by 1-4 rating (Prospective Memory Parametric/Sensitivity)  
// Subjects=15
0	33	-6
-12	48	-9
-9	24	45
-42	12	45
-18	27	54
-6	18	51
60	-30	42
-27	-42	-3
-33	-18	-9
18	-33	-9
-54	-60	-3
54	-69	-6
-27	-45	-12
-27	-84	33
-9	-57	60
12	-66	57
-6	-27	30
-45	-42	54
42	-24	39
45	-39	54
-4	31	-15
-38	29	-8
29	15	-20
-58	16	24
-20	-15	-12
-57	-12	-12

// Yang H, 2015: (Prospective Memory Parametric/Sensitivity/Judgement-Related)   
// Subjects=15
-26	32	54
-14	66	10
0	46	-12
-64	-36	-8
32	-78	46
-14	42	-4
-14	42	-4
-2	34	-2
-28	-90	0
-50	40	0
-54	14	20
-28	-90	0
0	48	-8
0	-66	30
-26	40	40
26	30	46
56	-54	30
-36	-76	46
-58	-2	-16
